觀測時間(day),測站氣壓(hPa),測站最高氣壓(hPa),測站最高氣壓時間(LST),測站最低氣壓(hPa),測站最低氣壓時間(LST),氣溫(℃),最高氣溫(℃),最高氣溫時間(LST),最低氣溫(℃),最低氣溫時間(LST),相對溼度(%),最小相對溼度(%),最小相對溼度時間(LST),風速(m/s),風向(360degree),最大瞬間風(m/s),最大瞬間風風向(360degree),最大瞬間風風速時間(LST),降水量(mm)
29,981.5,982.9,2025/06/29 0:04:00,979.6,2025/06/29 15:51:00,27.6,30.5,2025/06/29 13:51:00,24.5,2025/06/29 5:22:00,88,78,2025/06/29 13:53:00,0.6,114,6,128,2025/06/29 12:21:00,0
30,982.4,984.5,2025/06/30 22:34:00,981.2,2025/06/30 15:51:00,28.5,33.7,2025/06/30 12:43:00,22.2,2025/06/30 4:41:00,78,58,2025/06/30 11:41:00,1.3,127,11,153,2025/06/30 11:46:00,0
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1,984.7,986.3,2025/07/01 22:21:00,983.6,2025/07/01 5:11:00,29.3,34.4,2025/07/01 13:52:00,25.4,2025/07/01 2:51:00,77,53,2025/07/01 14:11:00,1.3,121,9.9,116,2025/07/01 9:55:00,0
2,985,986.4,2025/07/02 7:33:00,983.7,2025/07/02 16:41:00,28,30,2025/07/02 11:23:00,25.8,2025/07/02 3:21:00,91,82,2025/07/02 8:47:00,1.2,144,14.8,228,2025/07/02 7:58:00,0
3,983.3,984.8,2025/07/03 0:02:00,981.9,2025/07/03 17:11:00,27.8,30.3,2025/07/03 11:52:00,25.9,2025/07/03 5:41:00,90,78,2025/07/03 12:42:00,1.3,132,12.6,298,2025/07/03 8:24:00,0
4,981.2,982.7,2025/07/04 21:02:00,979.4,2025/07/04 15:01:00,28.3,33.2,2025/07/04 12:51:00,25.9,2025/07/04 4:01:00,83,66,2025/07/04 13:11:00,1.3,127,9.9,136,2025/07/04 14:13:00,0
5,980.7,982.5,2025/07/05 9:41:00,979,2025/07/05 16:23:00,28,30.7,2025/07/05 14:51:00,24.4,2025/07/05 1:11:00,82,69,2025/07/05 16:33:00,0.8,112,10.4,322,2025/07/05 18:10:00,0
6,977.5,980.3,2025/07/06 0:01:00,971.8,2025/07/06 23:58:00,26.3,29.9,2025/07/06 8:42:00,21.2,2025/07/06 20:11:00,85,66,2025/07/06 10:31:00,1.8,120,13.7,105,2025/07/06 17:30:00,1
7,972.8,/,--,/,--,27.3,/,--,/,--,80,/,--,2.9,216,/,/,--,42.5
8,974.4,976.9,2025/07/08 22:51:00,968.8,2025/07/08 2:12:00,29.1,33.1,2025/07/08 15:26:00,24.6,2025/07/08 21:43:00,69,47,2025/07/08 4:05:00,1.9,203,20.9,161,2025/07/08 12:31:00,8
9,975.8,977.1,2025/07/09 10:42:00,974.1,2025/07/09 5:01:00,24.7,29,2025/07/09 4:51:00,21.5,2025/07/09 19:04:00,90,51,2025/07/09 5:06:00,0.6,225,11.5,205,2025/07/09 2:51:00,10.5
10,975.8,977.6,2025/07/10 22:31:00,974.3,2025/07/10 3:21:00,25.5,27.7,2025/07/10 16:21:00,21.5,2025/07/10 1:52:00,94,90,2025/07/10 3:21:00,0.3,120,3.3,115,2025/07/10 10:53:00,0
11,979.3,982.3,2025/07/11 21:21:00,975.9,2025/07/11 2:16:00,25.3,27.9,2025/07/11 12:01:00,21.9,2025/07/11 5:26:00,93,88,2025/07/11 11:57:00,0.2,0,2.4,330,2025/07/11 3:12:00,1.5
12,982.1,983.3,2025/07/12 21:01:00,980.6,2025/07/12 11:11:00,26.5,30.4,2025/07/12 11:04:00,22.1,2025/07/12 5:19:00,90,71,2025/07/12 11:11:00,0.2,0,13.2,114,2025/07/12 11:13:00,25.5
13,980.3,982.4,2025/07/13 0:02:00,978.3,2025/07/13 16:44:00,28.1,30.7,2025/07/13 15:41:00,24.9,2025/07/13 5:17:00,86,66,2025/07/13 18:41:00,0.8,243,9.9,258,2025/07/13 23:03:00,0
14,977.9,979.8,2025/07/14 0:02:00,975.3,2025/07/14 16:13:00,28.6,30.4,2025/07/14 16:43:00,26.7,2025/07/14 8:11:00,80,64,2025/07/14 20:01:00,1.9,262,11.5,220,2025/07/14 7:50:00,0.5
15,977.6,979.8,2025/07/15 21:51:00,976.5,2025/07/15 14:01:00,29,33.7,2025/07/15 12:22:00,26.6,2025/07/15 23:53:00,81,64,2025/07/15 12:22:00,1.1,134,11,310,2025/07/15 6:59:00,0
16,979.1,980.2,2025/07/16 12:52:00,978,2025/07/16 2:21:00,27.6,30.6,2025/07/16 9:11:00,25.1,2025/07/16 22:51:00,93,81,2025/07/16 9:21:00,0.4,169,3.8,120,2025/07/16 11:10:00,3
17,978.9,980.7,2025/07/17 10:07:00,977,2025/07/17 15:31:00,28.2,31,2025/07/17 13:21:00,25.1,2025/07/17 5:01:00,90,79,2025/07/17 13:31:00,0.6,333,6,126,2025/07/17 14:58:00,0
18,975.6,978.2,2025/07/18 0:01:00,973.6,2025/07/18 17:34:00,27.4,30.1,2025/07/18 11:01:00,25.3,2025/07/18 23:33:00,93,83,2025/07/18 8:25:00,1.8,124,12.6,231,2025/07/18 7:43:00,0.5
19,973.1,975,2025/07/19 22:21:00,971.9,2025/07/19 4:11:00,26.2,27.8,2025/07/19 11:56:00,24.6,2025/07/19 5:26:00,95,88,2025/07/19 11:57:00,3.2,122,15.4,106,2025/07/19 5:09:00,8
20,975.3,977.8,2025/07/20 22:05:00,972.5,2025/07/20 3:11:00,26.2,28.6,2025/07/20 8:32:00,25.1,2025/07/20 23:42:00,95,90,2025/07/20 3:02:00,1.7,119,9.9,131,2025/07/20 8:50:00,7
21,980.2,982.1,2025/07/21 21:07:00,977.1,2025/07/21 0:11:00,25.3,27,2025/07/21 12:11:00,24.5,2025/07/21 20:31:00,95,90,2025/07/21 13:16:00,0.4,116,5.5,107,2025/07/21 13:04:00,25.5
22,980.6,981.9,2025/07/22 21:41:00,979.4,2025/07/22 14:51:00,26.4,29.6,2025/07/22 11:23:00,24.8,2025/07/22 3:01:00,95,90,2025/07/22 14:21:00,1.4,131,8.2,120,2025/07/22 14:14:00,0
23,979.5,980.8,2025/07/23 0:01:00,977.7,2025/07/23 17:41:00,27,29.5,2025/07/23 12:11:00,24.7,2025/07/23 22:35:00,97,90,2025/07/23 9:28:00,1.3,105,9.3,82,2025/07/23 22:06:00,8
24,976.8,978.8,2025/07/24 0:01:00,974.2,2025/07/24 23:31:00,27,28.7,2025/07/24 12:53:00,25.6,2025/07/24 0:01:00,95,90,2025/07/24 11:21:00,0.9,45,7.1,115,2025/07/24 8:15:00,5
25,971.2,974.7,2025/07/25 0:01:00,968.7,2025/07/25 16:21:00,26.4,27.8,2025/07/25 10:11:00,25,2025/07/25 13:41:00,96,93,2025/07/25 10:13:00,1.2,336,11,319,2025/07/25 10:32:00,78
26,972.7,975.3,2025/07/26 22:41:00,970.2,2025/07/26 0:11:00,28,31.5,2025/07/26 13:14:00,25.8,2025/07/26 2:41:00,92,72,2025/07/26 12:12:00,0.5,193,5.5,349,2025/07/26 3:03:00,8
27,973.2,975,2025/07/27 0:01:00,971.7,2025/07/27 14:03:00,27.5,30.1,2025/07/27 9:38:00,26,2025/07/27 3:53:00,94,79,2025/07/27 14:35:00,0.4,175,7.7,214,2025/07/27 13:59:00,4.5
28,970.9,972.8,2025/07/28 7:59:00,969.3,2025/07/28 17:11:00,27.7,30.1,2025/07/28 15:21:00,25.6,2025/07/28 22:56:00,91,82,2025/07/28 16:34:00,1.4,335,12.1,289,2025/07/28 4:55:00,24
29,969.4,971,2025/07/29 8:33:00,967.8,2025/07/29 17:31:00,27.6,30.1,2025/07/29 22:37:00,25.1,2025/07/29 2:31:00,86,67,2025/07/29 19:31:00,1.5,331,10.4,324,2025/07/29 21:42:00,27
30,969.7,972.4,2025/07/30 23:06:00,967.8,2025/07/30 2:41:00,29.5,34.3,2025/07/30 15:12:00,27.1,2025/07/30 22:45:00,81,68,2025/07/30 12:21:00,1.6,235,12.1,285,2025/07/30 2:07:00,0
31,972.9,975.8,2025/07/31 22:33:00,970.3,2025/07/31 3:32:00,29,31,2025/07/31 12:11:00,26.4,2025/07/31 23:51:00,84,69,2025/07/31 2:10:00,0.6,298,7.7,297,2025/07/31 4:54:00,0
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1,976.1,978.5,2025/08/01 21:41:00,974.1,2025/08/01 2:01:00,27.4,30.9,2025/08/01 8:01:00,25.5,2025/08/01 3:51:00,92,77,2025/08/01 8:12:00,0.3,130,3.5,310,2025/08/01 8:21:00,10
2,978.4,979.9,2025/08/02 22:03:00,977,2025/08/02 3:11:00,26.9,30.8,2025/08/02 9:22:00,25,2025/08/02 22:33:00,93,78,2025/08/02 9:11:00,0.3,152,6.6,111,2025/08/02 13:47:00,38
3,978.8,980.2,2025/08/03 22:14:00,977.5,2025/08/03 1:55:00,28.7,30.6,2025/08/03 14:01:00,25.1,2025/08/03 0:05:00,81,69,2025/08/03 12:31:00,1.1,33,10.4,178,2025/08/03 5:30:00,0
4,980.1,982.5,2025/08/04 21:21:00,978.2,2025/08/04 2:07:00,28.8,33.5,2025/08/04 10:21:00,25.6,2025/08/04 22:10:00,78,51,2025/08/04 1:06:00,0.8,239,11.5,210,2025/08/04 2:50:00,1
5,982.8,985.2,2025/08/05 22:31:00,980,2025/08/05 1:25:00,26.6,30.3,2025/08/05 8:41:00,24.7,2025/08/05 14:41:00,94,81,2025/08/05 8:45:00,0.4,194,6,179,2025/08/05 13:53:00,38.5
6,984.7,986.6,2025/08/06 21:23:00,983.3,2025/08/06 2:01:00,27.1,30.2,2025/08/06 9:52:00,24.5,2025/08/06 2:41:00,93,82,2025/08/06 9:33:00,0.6,301,4.9,120,2025/08/06 11:29:00,0
7,984.3,985.8,2025/08/07 9:11:00,983,2025/08/07 16:46:00,27.4,30.7,2025/08/07 12:41:00,22.6,2025/08/07 5:23:00,89,78,2025/08/07 8:26:00,0.5,102,4.9,100,2025/08/07 12:59:00,0
8,983.2,984.3,2025/08/08 0:01:00,982,2025/08/08 14:32:00,27.6,33.3,2025/08/08 12:04:00,22.6,2025/08/08 5:12:00,89,64,2025/08/08 12:12:00,0.7,334,7.7,339,2025/08/08 12:44:00,0
9,983.5,984.7,2025/08/09 10:18:00,982.1,2025/08/09 16:21:00,27.8,31,2025/08/09 9:42:00,24.1,2025/08/09 5:33:00,88,73,2025/08/09 9:50:00,0.5,108,4.9,345,2025/08/09 15:28:00,0
10,983,984.2,2025/08/10 9:52:00,982,2025/08/10 3:21:00,27.5,30.9,2025/08/10 9:51:00,25.2,2025/08/10 23:48:00,91,78,2025/08/10 9:53:00,0.4,129,3.5,118,2025/08/10 9:20:00,1
11,982.2,983.3,2025/08/11 22:33:00,981.1,2025/08/11 15:32:00,27.3,30.1,2025/08/11 9:21:00,24.5,2025/08/11 2:41:00,92,82,2025/08/11 9:11:00,0.4,65,3.5,130,2025/08/11 8:42:00,1
12,983.1,984.8,2025/08/12 21:55:00,982,2025/08/12 4:21:00,27.6,30.1,2025/08/12 9:21:00,24.8,2025/08/12 4:51:00,92,85,2025/08/12 8:21:00,0.9,337,5.5,82,2025/08/12 15:02:00,0
13,980.9,984.3,2025/08/13 0:01:00,977.7,2025/08/13 16:11:00,27.2,29.2,2025/08/13 12:32:00,25.1,2025/08/13 7:54:00,91,81,2025/08/13 14:55:00,3.5,120,17.1,128,2025/08/13 15:43:00,6.5
14,984.8,987.4,2025/08/14 21:24:00,981.5,2025/08/14 1:53:00,27.9,31.1,2025/08/14 11:21:00,24.6,2025/08/14 5:01:00,83,67,2025/08/14 11:21:00,2,115,9.9,93,2025/08/14 9:03:00,0
15,985.5,986.6,2025/08/15 20:48:00,984.6,2025/08/15 4:57:00,27.4,30.1,2025/08/15 11:11:00,24.9,2025/08/15 3:01:00,90,80,2025/08/15 8:51:00,2.3,120,11,106,2025/08/15 10:34:00,0
16,985.2,986.5,2025/08/16 9:13:00,984.1,2025/08/16 16:52:00,26.8,29.6,2025/08/16 10:51:00,24.8,2025/08/16 4:11:00,93,86,2025/08/16 11:01:00,1.6,129,9.9,79,2025/08/16 12:53:00,0
17,986.1,988.2,2025/08/17 21:51:00,984.7,2025/08/17 0:51:00,27.2,29.9,2025/08/17 10:51:00,24.8,2025/08/17 5:34:00,92,85,2025/08/17 7:41:00,1.4,97,7.7,94,2025/08/17 11:52:00,0
18,987.4,988.7,2025/08/18 21:21:00,986.2,2025/08/18 3:21:00,26.7,30.1,2025/08/18 9:52:00,22.4,2025/08/18 4:04:00,91,73,2025/08/18 7:05:00,0.5,314,4.9,109,2025/08/18 0:35:00,0.5
19,986.4,987.5,2025/08/19 0:01:00,984.8,2025/08/19 14:41:00,27.7,30.3,2025/08/19 14:11:00,22.4,2025/08/19 0:01:00,87,70,2025/08/19 15:02:00,0.8,329,7.1,111,2025/08/19 10:42:00,0
20,985.4,986.8,2025/08/20 20:35:00,984.1,2025/08/20 14:01:00,27.1,31.6,2025/08/20 10:32:00,22.4,2025/08/20 22:54:00,88,65,2025/08/20 10:23:00,0.6,108,4.9,311,2025/08/20 2:10:00,0
21,985.8,987.3,2025/08/21 8:03:00,984.3,2025/08/21 15:11:00,27.5,31,2025/08/21 12:15:00,21.9,2025/08/21 5:07:00,79,51,2025/08/21 11:13:00,0.6,314,7.1,350,2025/08/21 13:19:00,0
22,984.9,986.5,2025/08/22 9:02:00,982.5,2025/08/22 16:31:00,27.8,33.6,2025/08/22 16:51:00,23.9,2025/08/22 3:51:00,83,55,2025/08/22 15:41:00,0.4,112,9.3,158,2025/08/22 21:29:00,0
23,984.7,986.3,2025/08/23 23:31:00,983.2,2025/08/23 16:41:00,27.8,31.3,2025/08/23 11:04:00,24.4,2025/08/23 5:51:00,88,70,2025/08/23 11:14:00,0.5,340,4.9,119,2025/08/23 11:55:00,0
24,985.8,987.3,2025/08/24 8:24:00,983.8,2025/08/24 16:41:00,27.8,31.1,2025/08/24 12:21:00,24.9,2025/08/24 4:21:00,88,77,2025/08/24 12:32:00,1,95,9.9,104,2025/08/24 15:41:00,0
25,985.5,986.6,2025/08/25 9:17:00,983.2,2025/08/25 17:19:00,27.9,30.1,2025/08/25 11:14:00,24.1,2025/08/25 4:42:00,87,74,2025/08/25 8:01:00,1.6,101,9.3,89,2025/08/25 12:56:00,0
26,985,986.4,2025/08/26 0:11:00,983.6,2025/08/26 16:22:00,27.4,30.9,2025/08/26 9:01:00,24,2025/08/26 5:31:00,89,69,2025/08/26 8:55:00,1.4,124,9.3,108,2025/08/26 15:23:00,0
27,984.3,985.5,2025/08/27 21:58:00,983,2025/08/27 4:11:00,27,30.8,2025/08/27 10:33:00,24.4,2025/08/27 5:01:00,88,67,2025/08/27 10:55:00,1.4,115,8.8,142,2025/08/27 10:53:00,0
28,984,985.9,2025/08/28 23:20:00,982.7,2025/08/28 3:41:00,27.9,31.5,2025/08/28 12:32:00,25.6,2025/08/28 4:31:00,84,66,2025/08/28 12:42:00,2,106,10.4,119,2025/08/28 9:00:00,0
29,985.9,/,--,/,--,27.4,/,--,/,--,92,/,--,1.7,92,/,/,--,0
30,986,987.5,2025/08/30 22:03:00,984.3,2025/08/30 16:13:00,27.4,30.1,2025/08/30 9:25:00,24.5,2025/08/30 21:23:00,89,77,2025/08/30 11:45:00,0.8,90,9.9,100,2025/08/30 11:52:00,0
31,984,985.9,2025/08/31 0:01:00,982,2025/08/31 17:21:00,26.9,30.6,2025/08/31 10:31:00,21.7,2025/08/31 3:11:00,88,73,2025/08/31 10:12:00,0.5,116,6,319,2025/08/31 1:24:00,0
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1,983.1,984.2,2025/09/01 8:43:00,980.9,2025/09/01 15:21:00,26.8,29.7,2025/09/01 9:41:00,24.4,2025/09/01 23:51:00,92,81,2025/09/01 9:41:00,0.2,0,3.3,337,2025/09/01 16:06:00,0
2,983.1,984.8,2025/09/02 21:31:00,980.9,2025/09/02 4:21:00,27.7,30.2,2025/09/02 12:11:00,24,2025/09/02 1:14:00,87,67,2025/09/02 4:41:00,0.4,336,6,189,2025/09/02 3:21:00,0
3,983.2,984.8,2025/09/03 21:11:00,981.4,2025/09/03 15:03:00,26.9,30.1,2025/09/03 9:52:00,22.3,2025/09/03 4:31:00,89,76,2025/09/03 8:33:00,0.7,336,6,9,2025/09/03 13:18:00,1
4,983,984.3,2025/09/04 9:17:00,981.4,2025/09/04 14:45:00,27,30.7,2025/09/04 13:32:00,22.1,2025/09/04 5:41:00,88,74,2025/09/04 14:45:00,0.5,105,6,98,2025/09/04 15:47:00,0
5,983.5,985.2,2025/09/05 21:31:00,982,2025/09/05 3:21:00,27.2,30.1,2025/09/05 10:12:00,22.3,2025/09/05 4:01:00,90,76,2025/09/05 10:38:00,1.3,123,8.8,69,2025/09/05 11:59:00,0
6,983.4,985.8,2025/09/06 21:51:00,981.8,2025/09/06 14:01:00,28.4,33.2,2025/09/06 12:01:00,26.2,2025/09/06 4:38:00,88,68,2025/09/06 12:12:00,1.3,118,11,149,2025/09/06 9:52:00,0
7,984.9,987.4,2025/09/07 21:40:00,983,2025/09/07 4:01:00,27.4,30.8,2025/09/07 10:02:00,24.6,2025/09/07 20:54:00,90,77,2025/09/07 10:11:00,0.8,338,11.5,113,2025/09/07 20:56:00,37
8,986,988,2025/09/08 21:51:00,984.1,2025/09/08 6:21:00,28,30.9,2025/09/08 15:45:00,24.7,2025/09/08 0:01:00,84,67,2025/09/08 15:31:00,1,218,11.5,209,2025/09/08 6:24:00,0
9,986.9,988.1,2025/09/09 7:21:00,984.8,2025/09/09 14:47:00,28,31.4,2025/09/09 14:34:00,25.3,2025/09/09 4:52:00,86,64,2025/09/09 9:51:00,0.5,329,7.1,184,2025/09/09 11:36:00,0
10,986.5,987.7,2025/09/10 21:01:00,985.2,2025/09/10 17:01:00,27.3,30.3,2025/09/10 10:21:00,24.8,2025/09/10 4:01:00,90,79,2025/09/10 10:25:00,0.6,94,6,96,2025/09/10 11:06:00,0
11,986,987.7,2025/09/11 6:56:00,984.4,2025/09/11 16:51:00,27.6,31,2025/09/11 12:01:00,24.2,2025/09/11 2:11:00,87,66,2025/09/11 13:44:00,0.6,322,5.5,117,2025/09/11 7:01:00,0
12,986.2,987.5,2025/09/12 20:21:00,984.9,2025/09/12 14:31:00,27.3,30.5,2025/09/12 9:22:00,24.1,2025/09/12 23:31:00,91,78,2025/09/12 9:22:00,0.4,289,9.3,279,2025/09/12 10:12:00,3
13,986.3,987.5,2025/09/13 8:41:00,985.1,2025/09/13 2:03:00,27.4,31.6,2025/09/13 13:03:00,22.6,2025/09/13 1:01:00,86,68,2025/09/13 12:17:00,0.6,124,4.1,131,2025/09/13 13:57:00,0
14,987.1,989.3,2025/09/14 21:31:00,985.2,2025/09/14 14:21:00,27.1,31.4,2025/09/14 12:01:00,23.9,2025/09/14 3:51:00,89,70,2025/09/14 12:11:00,0.8,340,6,341,2025/09/14 14:05:00,2
15,987.7,989.4,2025/09/15 8:25:00,985.5,2025/09/15 14:11:00,28.2,31.8,2025/09/15 12:31:00,24.1,2025/09/15 4:00:00,81,64,2025/09/15 14:21:00,1.4,114,10.4,99,2025/09/15 14:35:00,0
16,986.6,988.1,2025/09/16 0:01:00,985.1,2025/09/16 14:41:00,28.3,33.5,2025/09/16 11:56:00,25.5,2025/09/16 5:21:00,84,66,2025/09/16 11:31:00,1.6,118,9.3,93,2025/09/16 12:59:00,0
17,985.4,987,2025/09/17 22:11:00,983.6,2025/09/17 14:41:00,28.6,33.3,2025/09/17 13:05:00,26,2025/09/17 5:01:00,81,59,2025/09/17 13:01:00,1.9,125,9.3,134,2025/09/17 9:43:00,0
18,985.9,987.7,2025/09/18 21:22:00,984.4,2025/09/18 14:31:00,27.4,30.1,2025/09/18 11:14:00,25.1,2025/09/18 23:01:00,89,78,2025/09/18 16:41:00,1.9,106,11.5,128,2025/09/18 11:53:00,0.5
19,985.3,987.3,2025/09/19 0:02:00,982.4,2025/09/19 15:11:00,27.6,33.2,2025/09/19 13:22:00,25.2,2025/09/19 23:41:00,84,59,2025/09/19 13:31:00,1.2,105,8.2,161,2025/09/19 9:00:00,0
20,984.6,986,2025/09/20 21:02:00,982.7,2025/09/20 14:51:00,27.6,30.4,2025/09/20 12:12:00,24.6,2025/09/20 4:01:00,88,73,2025/09/20 15:17:00,0.5,121,4.9,121,2025/09/20 11:52:00,0
21,984.5,985.8,2025/09/21 9:23:00,983.1,2025/09/21 16:02:00,27.4,29.6,2025/09/21 11:51:00,25.5,2025/09/21 16:37:00,95,90,2025/09/21 5:32:00,1.7,112,9.9,97,2025/09/21 9:37:00,3
22,982.8,985.3,2025/09/22 0:12:00,980.8,2025/09/22 16:13:00,26.9,28.7,2025/09/22 10:23:00,24.7,2025/09/22 18:32:00,95,90,2025/09/22 0:52:00,3,122,15.4,107,2025/09/22 22:22:00,3.5
23,980.6,982.4,2025/09/23 9:21:00,979.2,2025/09/23 2:16:00,25.9,27.6,2025/09/23 23:34:00,24.2,2025/09/23 8:56:00,95,88,2025/09/23 23:41:00,3,118,14.8,108,2025/09/23 0:50:00,58
24,981.9,985.2,2025/09/24 22:51:00,979.4,2025/09/24 4:38:00,28.5,31.3,2025/09/24 12:25:00,26.9,2025/09/24 23:01:00,77,57,2025/09/24 13:34:00,3.4,117,16,98,2025/09/24 8:18:00,0
25,986.4,989.8,2025/09/25 22:35:00,984,2025/09/25 3:14:00,28.1,30.8,2025/09/25 13:25:00,25.9,2025/09/25 3:22:00,82,65,2025/09/25 12:43:00,2.1,117,12.6,110,2025/09/25 13:10:00,0
26,989.5,991.2,2025/09/26 8:31:00,987.6,2025/09/26 13:51:00,25.9,27.9,2025/09/26 14:31:00,24.5,2025/09/26 10:44:00,94,83,2025/09/26 14:31:00,1.5,127,8.8,111,2025/09/26 1:42:00,5
27,988.9,990.1,2025/09/27 0:01:00,987.4,2025/09/27 14:21:00,27.3,30.1,2025/09/27 11:01:00,24.9,2025/09/27 2:42:00,93,80,2025/09/27 12:41:00,1.7,94,8.8,100,2025/09/27 11:09:00,0
28,988,990.1,2025/09/28 21:42:00,986.2,2025/09/28 14:01:00,27.3,30.4,2025/09/28 12:26:00,22.3,2025/09/28 5:51:00,88,77,2025/09/28 8:08:00,0.6,112,5.5,83,2025/09/28 10:46:00,0
29,987.9,989.2,2025/09/29 0:01:00,986.8,2025/09/29 16:01:00,26.7,30.4,2025/09/29 11:31:00,22.2,2025/09/29 23:52:00,91,78,2025/09/29 11:24:00,0.7,334,5.5,328,2025/09/29 12:31:00,0
30,986.8,988.7,2025/09/30 7:32:00,984.3,2025/09/30 16:11:00,26.2,30.6,2025/09/30 13:12:00,21.1,2025/09/30 3:08:00,87,69,2025/09/30 13:12:00,0.6,91,6,321,2025/09/30 17:40:00,0
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1,987.4,988.8,2025/10/01 21:44:00,985.8,2025/10/01 2:32:00,27,30.2,2025/10/01 10:55:00,24,2025/10/01 3:21:00,90,79,2025/10/01 12:03:00,0.8,140,5.5,115,2025/10/01 11:29:00,0
2,987.7,989,2025/10/02 8:54:00,986.2,2025/10/02 14:41:00,26.7,30.3,2025/10/02 12:02:00,21.4,2025/10/02 5:41:00,85,67,2025/10/02 12:12:00,0.8,88,7.7,101,2025/10/02 12:36:00,0
3,987.3,989.1,2025/10/03 8:21:00,985.1,2025/10/03 13:51:00,27.1,34.2,2025/10/03 14:11:00,21.5,2025/10/03 4:55:00,84,52,2025/10/03 14:22:00,0.9,325,8.2,126,2025/10/03 12:50:00,0
4,987.5,989.4,2025/10/04 21:44:00,985.9,2025/10/04 14:01:00,27.8,31.4,2025/10/04 10:43:00,24.3,2025/10/04 5:18:00,86,67,2025/10/04 9:01:00,0.8,337,6.6,352,2025/10/04 15:02:00,0
5,988.5,990.1,2025/10/05 10:21:00,986.9,2025/10/05 15:01:00,26.8,30.5,2025/10/05 9:41:00,22.5,2025/10/05 5:51:00,90,76,2025/10/05 9:32:00,0.4,283,3,132,2025/10/05 9:22:00,0
6,988.2,989.7,2025/10/06 21:51:00,987.1,2025/10/06 4:01:00,26.3,30.1,2025/10/06 9:06:00,22.1,2025/10/06 5:21:00,91,78,2025/10/06 9:07:00,0.7,132,5.5,96,2025/10/06 10:52:00,0
7,989.2,990.4,2025/10/07 9:44:00,988.1,2025/10/07 14:03:00,27.1,29.6,2025/10/07 8:31:00,25.6,2025/10/07 5:51:00,94,89,2025/10/07 8:31:00,1.1,102,7.1,94,2025/10/07 9:56:00,0
8,988.8,990.3,2025/10/08 7:22:00,987.3,2025/10/08 14:14:00,26.9,29.3,2025/10/08 8:51:00,25.7,2025/10/08 13:31:00,94,88,2025/10/08 9:21:00,0.8,115,6.6,41,2025/10/08 12:14:00,1.5
9,987.9,989.4,2025/10/09 8:35:00,986.4,2025/10/09 14:54:00,26.6,29.2,2025/10/09 10:46:00,25.2,2025/10/09 4:11:00,91,82,2025/10/09 9:53:00,0.8,105,7.7,104,2025/10/09 9:22:00,1.5
10,987,988.2,2025/10/10 0:01:00,985.5,2025/10/10 14:01:00,27.2,30.1,2025/10/10 11:02:00,25.4,2025/10/10 5:21:00,90,74,2025/10/10 12:25:00,0.7,93,7.1,204,2025/10/10 15:48:00,0
11,986.7,988,2025/10/11 7:38:00,985.1,2025/10/11 13:51:00,26.7,30.2,2025/10/11 11:25:00,22.6,2025/10/11 23:58:00,91,79,2025/10/11 11:22:00,0.5,111,12.1,203,2025/10/11 4:09:00,0
12,987.5,989.3,2025/10/12 21:01:00,985.9,2025/10/12 2:23:00,25.7,30.2,2025/10/12 13:18:00,21.1,2025/10/12 5:53:00,87,59,2025/10/12 8:52:00,0.5,328,5.5,8,2025/10/12 13:32:00,0
13,988.3,989.8,2025/10/13 8:41:00,987,2025/10/13 15:21:00,26.2,30.2,2025/10/13 10:54:00,21.5,2025/10/13 5:01:00,90,78,2025/10/13 3:13:00,0.7,308,3.8,221,2025/10/13 11:41:00,0
14,988.6,990.2,2025/10/14 8:52:00,986.9,2025/10/14 14:21:00,26.5,30.1,2025/10/14 9:53:00,22,2025/10/14 0:43:00,90,76,2025/10/14 9:53:00,1.1,93,7.7,83,2025/10/14 15:40:00,0
15,988.6,990.1,2025/10/15 21:02:00,987,2025/10/15 14:05:00,26.8,30,2025/10/15 12:32:00,24.9,2025/10/15 5:11:00,90,72,2025/10/15 12:32:00,1.5,112,13.2,123,2025/10/15 8:36:00,0
16,989.4,991,2025/10/16 22:14:00,988,2025/10/16 3:32:00,26.7,29.6,2025/10/16 10:37:00,24.2,2025/10/16 4:21:00,90,79,2025/10/16 8:41:00,1.6,100,10.4,101,2025/10/16 22:12:00,9
17,989.3,991.3,2025/10/17 8:43:00,987.3,2025/10/17 15:01:00,26.6,30.1,2025/10/17 12:54:00,22.6,2025/10/17 5:26:00,93,85,2025/10/17 12:58:00,1.8,124,8.8,75,2025/10/17 11:45:00,3
18,988.7,990.7,2025/10/18 21:41:00,987.4,2025/10/18 4:23:00,26.7,28.8,2025/10/18 8:33:00,25.6,2025/10/18 3:11:00,94,90,2025/10/18 23:12:00,1.9,94,9.9,121,2025/10/18 15:35:00,1
19,988.5,990.3,2025/10/19 9:31:00,986.4,2025/10/19 13:41:00,24.9,26.5,2025/10/19 7:42:00,22.1,2025/10/19 11:11:00,93,90,2025/10/19 0:11:00,1.5,108,12.1,113,2025/10/19 9:24:00,18.5
20,989.2,991.5,2025/10/20 21:14:00,986.8,2025/10/20 14:11:00,22,24.7,2025/10/20 0:31:00,20.6,2025/10/20 23:43:00,96,92,2025/10/20 19:21:00,2.1,345,13.2,40,2025/10/20 14:18:00,221
